Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
85,85.0,,180.0,,2128.0,,,,3.0,,54.0,67.0,,81.0,73.0,,75.0,64.0,56.0,92.0,,,75.0,,,,63.0,47.0,75.0,82.0,72.0,,58.0,,,,,,,,,,67.0,,,,,13.0,14.0,8.0,72.0,,,,,,82.0,80.0,,,,,,,75.0,,,0.0,0.0,,0.0,0.0,
85,,30.0,172.0,69.0,2303.0,483.0,0.0,,,,76.0,,83.0,,,,,66.0,,,,87.0,,75.0,,,,,,,,,63.0,,80.0,81.0,84.0,,,,76.0,,,,,8.0,14.0,13.0,,,,,81.0,,81.0,,,,,,,85.0,,,82.0,,,,,0.0,,,0.0
85,,30.0,,,2109.0,442.0,0.0,,3.0,,,,77.0,,46.0,,77.0,,82.0,79.0,,85.0,,,75.0,84.0,,78.0,,85.0,,,,77.0,,,,,,,85.0,80.0,44.0,,41.0,,12.0,7.0,12.0,,,,,,,,,,,,,,67.0,,,,22.0,,,0.0,0.0,,1.0
85,,,181.0,73.0,,,1.0,4.0,,,89.0,82.0,80.0,,,67.0,81.0,,,,74.0,,87.0,,,,89.0,89.0,,,,,,79.0,,,,,,,,84.0,44.0,64.0,60.0,9.0,,9.0,10.0,10.0,,84.0,,,83.0,,85.0,,,85.0,,,75.0,72.0,64.0,,,,0.0,0.0,,,0.0
85,,,184.0,,2234.0,474.0,0.0,2.0,,,,78.0,82.0,,68.0,,,76.0,59.0,,,,,,,,87.0,,76.0,,79.0,,67.0,,,78.0,,,79.0,,66.0,,,,68.0,13.0,14.0,12.0,,,,82.0,,81.0,,,84.0,85.0,83.0,85.0,82.0,,82.0,,74.0,,24.0,,0.0,0.0,,0.0,0.0
85,85.0,,,74.0,2118.0,,,4.0,3.0,3.0,,84.0,,79.0,,,,,,,,,69.0,,60.0,,85.0,,,88.0,,87.0,,73.0,,65.0,,49.0,,,85.0,,,,,,,7.0,15.0,,85.0,,82.0,82.0,,,,,76.0,82.0,70.0,,70.0,69.0,,69.0,,,0.0,0.0,0.0,0.0,
85,,,,,2109.0,,1.0,4.0,,,,67.0,81.0,87.0,,,,68.0,50.0,,56.0,,,62.0,,,,76.0,,,,,65.0,,70.0,,,72.0,,88.0,53.0,87.0,,,,12.0,7.0,,8.0,8.0,,,80.0,,,81.0,,,86.0,,,,79.0,77.0,72.0,77.0,19.0,,0.0,0.0,,0.0,0.0
85,92.0,,171.0,69.0,2083.0,445.0,0.0,3.0,,,82.0,,,88.0,,60.0,,,,,59.0,,73.0,,,,,,91.0,83.0,,,,83.0,,77.0,,,,,64.0,,,,47.0,8.0,,6.0,10.0,13.0,,,,,,,,,,,75.0,,,72.0,,72.0,,,0.0,0.0,,,0.0
85,,,,,,,1.0,3.0,,,75.0,59.0,61.0,69.0,,,,50.0,85.0,75.0,,,,,,,69.0,79.0,,84.0,62.0,82.0,,75.0,93.0,,,,,,40.0,,84.0,86.0,,12.0,11.0,11.0,12.0,10.0,71.0,,,65.0,65.0,,,68.0,71.0,,,,,,,,,0.0,0.0,,,0.0,0.0
85,,,,,,,0.0,,4.0,,,,71.0,,36.0,,64.0,,,,,,,,64.0,,74.0,,83.0,,,,,69.0,83.0,80.0,,25.0,,,,,44.0,24.0,,,,8.0,9.0,14.0,,,,,82.0,,,81.0,,81.0,60.0,,,,55.0,57.0,23.0,,,0.0,0.0,0.0,
85,,,,,,483.0,0.0,,3.0,,93.0,,76.0,81.0,,83.0,,,74.0,,,,69.0,,68.0,,,94.0,,85.0,76.0,,,,,,,,80.0,73.0,50.0,80.0,74.0,81.0,80.0,12.0,,7.0,7.0,,82.0,81.0,,80.0,,,,,,,86.0,,,,,85.0,,,0.0,0.0,0.0,,
85,,25.0,178.0,,2183.0,462.0,,5.0,,,85.0,,,,57.0,77.0,,,,,79.0,85.0,77.0,,,84.0,,82.0,,,,85.0,81.0,83.0,,,85.0,,,77.0,69.0,80.0,,57.0,45.0,7.0,,,9.0,11.0,,83.0,,84.0,,83.0,,84.0,80.0,,72.0,,,,,,21.0,,0.0,0.0,,0.0,0.0
85,,,,86.0,,,1.0,2.0,,,,84.0,,85.0,,,16.0,10.0,23.0,,10.0,19.0,18.0,11.0,31.0,,42.0,,,,42.0,,67.0,,74.0,12.0,,,11.0,44.0,24.0,45.0,,16.0,20.0,,,,,,,,31.0,31.0,31.0,29.0,,,36.0,34.0,,36.0,34.0,34.0,36.0,34.0,,0.0,0.0,1.0,0.0,0.0,1.0
85,85.0,33.0,183.0,79.0,1356.0,,,,,,78.0,,82.0,90.0,,86.0,,13.0,10.0,40.0,8.0,15.0,12.0,13.0,,25.0,,54.0,,,,62.0,,45.0,68.0,12.0,38.0,21.0,,64.0,24.0,57.0,,19.0,12.0,,,,,,35.0,32.0,,34.0,,32.0,,37.0,40.0,,,,,,32.0,,,,0.0,,,,
85,,,180.0,,,441.0,,,,,,,84.0,85.0,,,,,44.0,,,86.0,,,,86.0,,,83.0,86.0,,,68.0,,66.0,81.0,51.0,56.0,,86.0,,,59.0,,,12.0,,13.0,13.0,,,83.0,,,,,,,,85.0,,72.0,,70.0,62.0,70.0,,,,0.0,,,
84,86.0,26.0,184.0,79.0,,436.0,0.0,,2.0,,77.0,54.0,,,84.0,80.0,78.0,53.0,,,46.0,65.0,59.0,,,,,77.0,70.0,,,62.0,,,78.0,,,,,,42.0,,,,83.0,10.0,,,14.0,,71.0,,68.0,,,,72.0,74.0,74.0,74.0,83.0,82.0,,,86.0,,21.0,0.0,0.0,1.0,0.0,0.0,1.0
84,,36.0,,82.0,,433.0,,,3.0,,,,,,83.0,77.0,,,,,,63.0,,75.0,,,,56.0,,85.0,65.0,79.0,,56.0,81.0,,90.0,,69.0,71.0,,,,,,11.0,,9.0,7.0,,,,71.0,,,69.0,,73.0,,73.0,,,,79.0,,,21.0,,0.0,0.0,0.0,0.0,1.0
84,,,167.0,,,,,,,,,,83.0,,,54.0,,,38.0,,72.0,84.0,,,78.0,,90.0,83.0,,80.0,,79.0,,,44.0,,56.0,,,,72.0,85.0,50.0,30.0,,8.0,11.0,12.0,9.0,,,,,,,,,,,,68.0,,,63.0,51.0,63.0,,,0.0,0.0,0.0,0.0,1.0
84,84.0,,,92.0,1265.0,,,3.0,1.0,,,,,85.0,43.0,,12.0,10.0,,,,18.0,20.0,14.0,,21.0,,,,,36.0,,,36.0,,19.0,,22.0,12.0,41.0,23.0,64.0,25.0,10.0,13.0,,,,,,32.0,29.0,30.0,30.0,,29.0,35.0,,37.0,34.0,32.0,35.0,,31.0,32.0,,,,0.0,,0.0,,
84,84.0,,169.0,61.0,,,,,,,78.0,,,,,49.0,,,40.0,,70.0,,,82.0,72.0,,,74.0,,80.0,92.0,,,65.0,37.0,82.0,59.0,36.0,,84.0,,,23.0,,,7.0,10.0,8.0,,4.0,,83.0,,,,,,,,,65.0,,,60.0,48.0,,19.0,,0.0,0.0,,,0.0
84,,35.0,182.0,86.0,2231.0,,1.0,,,,,,,78.0,46.0,81.0,,,84.0,,,76.0,,,73.0,,,68.0,70.0,86.0,77.0,,69.0,,84.0,84.0,87.0,39.0,,80.0,,,,,,27.0,,,,,,,,82.0,82.0,80.0,83.0,,79.0,,,67.0,66.0,63.0,,,40.0,,,0.0,0.0,,1.0
84,84.0,,181.0,76.0,,,0.0,3.0,4.0,,,81.0,,,43.0,77.0,,,66.0,,,,,,,,,,,,84.0,,59.0,,81.0,,,,,88.0,,,,34.0,,11.0,11.0,,9.0,,,83.0,,83.0,,,,84.0,83.0,,69.0,,69.0,64.0,58.0,64.0,23.0,0.0,0.0,,0.0,,
84,,27.0,183.0,72.0,,437.0,0.0,,,,82.0,,81.0,86.0,36.0,,77.0,82.0,,,,,78.0,75.0,,88.0,,,92.0,,,83.0,65.0,,,,,26.0,,83.0,,78.0,,,,5.0,6.0,5.0,5.0,,,84.0,83.0,,,,,,,,,,,,,,16.0,0.0,0.0,,0.0,0.0,
84,84.0,,185.0,77.0,2143.0,,,3.0,3.0,,65.0,,,80.0,80.0,,,,,,,84.0,,70.0,,,61.0,,,82.0,50.0,,,82.0,84.0,78.0,,,,85.0,49.0,86.0,,,,,13.0,9.0,,7.0,,,,78.0,78.0,77.0,81.0,,,80.0,82.0,84.0,82.0,81.0,,81.0,,0.0,0.0,,,0.0,0.0
84,84.0,31.0,,,1262.0,447.0,0.0,2.0,1.0,1.0,84.0,,,,,84.0,,14.0,14.0,39.0,13.0,20.0,12.0,19.0,,12.0,37.0,,47.0,80.0,29.0,57.0,48.0,43.0,69.0,19.0,25.0,12.0,10.0,,24.0,57.0,,,15.0,,,,,,31.0,28.0,,,31.0,28.0,,,38.0,33.0,30.0,34.0,30.0,,30.0,29.0,,0.0,,,,,1.0
84,84.0,28.0,,,,450.0,,4.0,,,67.0,,,,68.0,64.0,80.0,,53.0,,,86.0,,85.0,,,72.0,,,,,85.0,45.0,78.0,,,73.0,,,86.0,,,69.0,,,,,11.0,6.0,10.0,,81.0,,,,,84.0,,,84.0,,,79.0,,71.0,76.0,21.0,,,0.0,,0.0,0.0
84,,,,,,,,,,,,,83.0,,,71.0,,61.0,42.0,,,89.0,,,,,77.0,65.0,86.0,,,,75.0,79.0,65.0,,77.0,,73.0,,,,,76.0,,9.0,5.0,6.0,7.0,7.0,75.0,,,,79.0,,84.0,84.0,,84.0,81.0,,,,74.0,78.0,18.0,,0.0,0.0,,0.0,0.0
84,,,180.0,81.0,2017.0,437.0,1.0,,4.0,,,,83.0,87.0,46.0,,82.0,,36.0,,,88.0,,,81.0,,,75.0,84.0,81.0,,,32.0,,,,,,,86.0,58.0,88.0,,49.0,43.0,,6.0,,10.0,13.0,,83.0,81.0,81.0,,,,,,,71.0,,,,,,21.0,,0.0,0.0,,,1.0
84,,,173.0,,,450.0,,3.0,,,82.0,54.0,,80.0,,,82.0,,70.0,,49.0,78.0,,47.0,,,80.0,84.0,78.0,,82.0,,,,,47.0,,,75.0,,,,,,82.0,,,15.0,9.0,15.0,,,,74.0,,75.0,,,,,,,,,,,23.0,,,0.0,0.0,0.0,1.0
84,84.0,,,80.0,1755.0,382.0,,3.0,2.0,2.0,64.0,,,58.0,,80.0,36.0,,,,27.0,,34.0,,,67.0,60.0,68.0,,,52.0,,,,,31.0,,,29.0,55.0,37.0,80.0,,86.0,83.0,,,,13.0,,,53.0,,54.0,,,,59.0,,59.0,,81.0,74.0,77.0,,,23.0,0.0,0.0,,,,0.0
84,,29.0,,,,476.0,1.0,,,,,,82.0,85.0,58.0,,22.0,,,50.0,,13.0,,20.0,,35.0,59.0,57.0,,,49.0,,,40.0,,16.0,,13.0,12.0,,,,11.0,20.0,,,,,,,,35.0,,37.0,,35.0,44.0,42.0,46.0,,36.0,,36.0,36.0,35.0,36.0,,0.0,0.0,,,0.0,
84,85.0,29.0,191.0,81.0,1910.0,425.0,,,,,,49.0,,,,80.0,42.0,46.0,85.0,,,,46.0,52.0,77.0,,77.0,,62.0,82.0,39.0,,,67.0,,,,84.0,55.0,59.0,43.0,,,86.0,,,,9.0,5.0,14.0,,,66.0,,,64.0,,69.0,,,,,78.0,,,81.0,,0.0,0.0,,,0.0,0.0
84,84.0,,170.0,68.0,,,,5.0,,,,84.0,,88.0,39.0,68.0,,,,,85.0,87.0,82.0,,66.0,,82.0,81.0,,85.0,91.0,84.0,77.0,72.0,68.0,,62.0,,,,85.0,85.0,,,26.0,6.0,13.0,,,,,,84.0,84.0,,84.0,84.0,,79.0,84.0,,63.0,,,55.0,61.0,,,,0.0,0.0,,0.0
84,84.0,,163.0,,2013.0,416.0,1.0,4.0,,,84.0,,,,,,,,59.0,,76.0,,,,,,,81.0,90.0,,,,,74.0,35.0,,34.0,,,,87.0,,,24.0,22.0,,4.0,,9.0,10.0,79.0,,83.0,83.0,83.0,84.0,,,,,64.0,,,60.0,47.0,60.0,,,,0.0,,0.0,
84,84.0,,191.0,94.0,,,,,,,,59.0,,,,,65.0,,,,,,,,,78.0,45.0,,60.0,,,,,,,,71.0,,,,68.0,,,86.0,,15.0,6.0,10.0,5.0,6.0,,,,,69.0,,74.0,73.0,,,,,80.0,,,,20.0,0.0,,,0.0,0.0,
84,,,189.0,,1873.0,,,,2.0,3.0,68.0,41.0,65.0,,,79.0,49.0,,84.0,75.0,,66.0,45.0,36.0,71.0,73.0,,,61.0,,,,80.0,,,,,,31.0,,41.0,,88.0,,,8.0,10.0,7.0,14.0,13.0,61.0,,,61.0,,60.0,,67.0,,,,,,,,,22.0,0.0,0.0,1.0,,0.0,0.0
84,84.0,30.0,,90.0,,,,2.0,2.0,,61.0,,,71.0,,,54.0,36.0,84.0,,50.0,74.0,,,,74.0,53.0,67.0,55.0,,42.0,,78.0,67.0,82.0,,,86.0,,,42.0,80.0,,,,,,,7.0,10.0,65.0,,65.0,65.0,65.0,,70.0,69.0,,69.0,78.0,83.0,78.0,,,,,0.0,,,0.0,,1.0
84,,,,,,,0.0,2.0,1.0,,,,,,,,15.0,15.0,14.0,,13.0,14.0,,13.0,,23.0,,,50.0,,43.0,,,44.0,,18.0,33.0,16.0,15.0,42.0,20.0,,11.0,19.0,17.0,,,,,,35.0,29.0,,31.0,,,,,36.0,34.0,32.0,,32.0,32.0,32.0,,,0.0,0.0,,0.0,0.0,
84,84.0,31.0,176.0,,,468.0,0.0,3.0,4.0,2.0,,79.0,,,68.0,,,78.0,50.0,,,,,,,,,82.0,,84.0,81.0,78.0,39.0,80.0,,84.0,,77.0,,90.0,,80.0,64.0,,,15.0,,16.0,13.0,,80.0,,,82.0,,83.0,,,84.0,,80.0,,80.0,,,,,,0.0,0.0,0.0,,1.0
84,84.0,,170.0,66.0,2088.0,,1.0,,4.0,,81.0,77.0,82.0,87.0,,,,79.0,,,75.0,,,79.0,,,84.0,,,81.0,94.0,73.0,72.0,,,78.0,,45.0,82.0,84.0,,,,55.0,38.0,10.0,5.0,,,12.0,,83.0,,,,,,,,,71.0,,71.0,67.0,58.0,67.0,,,,0.0,0.0,0.0,
84,,,,,,,,,,2.0,,64.0,,,80.0,72.0,,,,,,,,84.0,80.0,82.0,74.0,,66.0,,79.0,79.0,78.0,86.0,64.0,70.0,,81.0,,,66.0,78.0,,81.0,,,,,,10.0,,,,75.0,75.0,75.0,78.0,,82.0,,,,,,80.0,,,0.0,0.0,,0.0,0.0,
84,84.0,,190.0,,1947.0,416.0,1.0,,2.0,,,59.0,,71.0,85.0,78.0,44.0,50.0,,81.0,58.0,,56.0,60.0,81.0,,53.0,55.0,55.0,,,,90.0,,82.0,65.0,82.0,,38.0,71.0,,,,84.0,80.0,2.0,2.0,3.0,2.0,4.0,68.0,63.0,,66.0,,,71.0,68.0,,68.0,,84.0,,,,77.0,,0.0,0.0,,,0.0,0.0
84,,,,,2142.0,,0.0,2.0,,,,,,,48.0,,,,,,78.0,88.0,92.0,,,,,,91.0,83.0,75.0,83.0,70.0,,61.0,84.0,73.0,42.0,82.0,,,,41.0,55.0,,10.0,,11.0,,11.0,81.0,84.0,,83.0,,,,84.0,,,,,,68.0,60.0,,21.0,,,0.0,,0.0,
84,84.0,,,,,430.0,,,,,,,,87.0,,63.0,,,61.0,85.0,82.0,,,,81.0,,84.0,82.0,85.0,,,82.0,,74.0,61.0,,54.0,,,,,,,27.0,22.0,11.0,,,,8.0,,83.0,,83.0,,,,,,84.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0
84,84.0,33.0,186.0,80.0,2238.0,472.0,1.0,5.0,,,78.0,81.0,,82.0,,,,,,,,,,75.0,,82.0,,,,,,84.0,,84.0,,,,,85.0,76.0,76.0,88.0,,,,,7.0,10.0,9.0,6.0,,81.0,,,,,,84.0,83.0,84.0,,80.0,,,78.0,80.0,,,0.0,0.0,0.0,0.0,
84,84.0,36.0,,80.0,,415.0,,,3.0,,,84.0,71.0,,,,63.0,,,,,77.0,,54.0,76.0,84.0,,65.0,62.0,,,,,69.0,86.0,77.0,,50.0,,74.0,,,,28.0,16.0,,,,,,,,,,,,,,77.0,,62.0,,,59.0,,59.0,23.0,0.0,,1.0,0.0,0.0,1.0
84,,,,,1815.0,397.0,0.0,,,4.0,,,,,85.0,83.0,,33.0,,65.0,45.0,,,,,55.0,66.0,65.0,,78.0,,,90.0,,91.0,,87.0,,,50.0,,,,,,3.0,3.0,2.0,4.0,3.0,60.0,,54.0,,54.0,,,,,60.0,,,,,84.0,,14.0,0.0,0.0,,,0.0,0.0
84,,28.0,180.0,70.0,2240.0,,,3.0,,,78.0,,,,,81.0,78.0,76.0,,,,,84.0,,85.0,,,,78.0,,,80.0,68.0,,,,,,78.0,86.0,,,,81.0,,,,,7.0,14.0,,81.0,,,81.0,,,84.0,,84.0,82.0,83.0,,,,,21.0,,0.0,0.0,,,
84,91.0,,186.0,75.0,,,1.0,,4.0,,,,,,,80.0,66.0,,67.0,,,85.0,,,,84.0,,73.0,81.0,84.0,79.0,,,89.0,,,,,,,,,,,,,11.0,10.0,,,80.0,80.0,81.0,,,,,82.0,85.0,,,84.0,,,,80.0,20.0,,0.0,0.0,,0.0,0.0
84,90.0,,,70.0,,,,,4.0,,91.0,81.0,,,,,,,50.0,78.0,80.0,89.0,,,72.0,82.0,,,,,,86.0,53.0,85.0,70.0,,,30.0,,77.0,,81.0,,,44.0,6.0,7.0,,9.0,7.0,,84.0,83.0,,,,85.0,,,86.0,71.0,67.0,,,,67.0,19.0,,0.0,0.0,0.0,0.0,
84,88.0,,171.0,,,,0.0,,4.0,,,,,,42.0,,,80.0,,,,,,42.0,,,95.0,92.0,,,,,,82.0,44.0,,,48.0,,77.0,,75.0,,35.0,46.0,,9.0,8.0,,,,,,80.0,80.0,,,84.0,77.0,,,65.0,,,52.0,65.0,19.0,,,0.0,,,0.0
84,,,178.0,84.0,,438.0,,4.0,5.0,1.0,83.0,87.0,80.0,,,,74.0,,72.0,,83.0,,77.0,,,,,85.0,,,,,66.0,,,85.0,,27.0,,,,84.0,,28.0,17.0,5.0,12.0,6.0,,,86.0,,,,,,86.0,,,85.0,,59.0,61.0,56.0,49.0,,20.0,,,0.0,0.0,,0.0
84,,23.0,188.0,81.0,1971.0,,1.0,,,1.0,,77.0,,86.0,27.0,74.0,75.0,,,76.0,,89.0,,,,86.0,,92.0,82.0,83.0,,,,,80.0,,,,82.0,74.0,63.0,,,,21.0,10.0,12.0,,11.0,,82.0,,,82.0,,83.0,,,74.0,,61.0,,61.0,,48.0,57.0,21.0,0.0,0.0,,0.0,,0.0
84,,23.0,,75.0,,430.0,,3.0,2.0,2.0,,45.0,64.0,,,,,47.0,,,,,42.0,26.0,,,85.0,83.0,,85.0,,48.0,88.0,,,40.0,,,,62.0,43.0,,,,83.0,,10.0,,14.0,13.0,66.0,66.0,,,66.0,66.0,71.0,,,,,82.0,,,85.0,,22.0,,,0.0,,0.0,0.0
84,,,176.0,72.0,,446.0,1.0,,4.0,,56.0,80.0,,,,,,,,89.0,,81.0,,,,,58.0,,,,,,,,,,,,,,,85.0,,,68.0,6.0,,,14.0,,,,80.0,,,79.0,,,,,78.0,81.0,78.0,,,,20.0,,0.0,,0.0,0.0,
84,,,,79.0,,475.0,,,,,,,,,,,,,70.0,,,,75.0,81.0,,,,,,,83.0,,65.0,,,81.0,,,,,,,,,,,,8.0,7.0,7.0,,,,78.0,78.0,,,,,,,84.0,,,,,,,0.0,,,0.0,0.0
84,,25.0,180.0,,,,,4.0,,1.0,,80.0,75.0,,,,,,62.0,,,,,58.0,,,92.0,,,83.0,75.0,,,84.0,69.0,82.0,,,,77.0,,,28.0,38.0,,10.0,13.0,13.0,,,83.0,,,,83.0,84.0,,,,85.0,65.0,61.0,,,52.0,61.0,,,0.0,0.0,0.0,0.0,1.0
84,89.0,24.0,186.0,,,,,3.0,,2.0,86.0,,,72.0,,82.0,,48.0,,79.0,,,,40.0,,,83.0,88.0,70.0,,62.0,62.0,85.0,,79.0,,,86.0,,59.0,60.0,74.0,,,,11.0,8.0,,12.0,,,70.0,,,69.0,70.0,71.0,75.0,,75.0,,,,,86.0,,,0.0,0.0,,0.0,0.0,1.0
84,90.0,,,78.0,,478.0,1.0,,,,87.0,,80.0,,,,,,,86.0,,,,,,,,91.0,,84.0,,83.0,,,,,,,,,,,,,79.0,6.0,,6.0,15.0,,79.0,,,,80.0,80.0,83.0,,85.0,,,,,83.0,80.0,,20.0,,0.0,0.0,,0.0,0.0
84,,26.0,,80.0,,438.0,0.0,,4.0,,88.0,,,85.0,,66.0,,,72.0,82.0,,86.0,84.0,,,,,88.0,,82.0,,,64.0,,66.0,,,34.0,,81.0,71.0,82.0,36.0,,35.0,8.0,,,9.0,,,,,83.0,83.0,,85.0,,,,,,,,55.0,63.0,,,0.0,,,0.0,
84,,22.0,,87.0,2225.0,,1.0,,3.0,,,70.0,,82.0,,,,,71.0,,,,,,,,,83.0,,,88.0,,,83.0,85.0,69.0,,,,,52.0,82.0,,83.0,,,,7.0,,11.0,79.0,79.0,,79.0,,,81.0,,,83.0,,82.0,,,82.0,,,,0.0,0.0,0.0,0.0,
84,,23.0,190.0,,1890.0,,0.0,3.0,2.0,,,35.0,,71.0,,,,,82.0,78.0,35.0,,,36.0,,,68.0,,,86.0,57.0,49.0,75.0,81.0,,37.0,,,39.0,,47.0,,,87.0,,,5.0,,11.0,,61.0,63.0,,61.0,61.0,,,70.0,,,,83.0,,83.0,86.0,83.0,20.0,,,,,0.0,0.0
84,,,,82.0,,434.0,0.0,,,,,,,84.0,45.0,,74.0,81.0,,,80.0,,,,79.0,,76.0,85.0,,,,,75.0,77.0,69.0,,,,,,,,,46.0,38.0,,,,10.0,12.0,,,82.0,,82.0,82.0,,85.0,81.0,,,,,65.0,,,20.0,0.0,0.0,,,0.0,
84,90.0,,,72.0,2110.0,,,4.0,,2.0,83.0,,81.0,,,67.0,77.0,,69.0,,,,,,,,,83.0,,,,80.0,,75.0,62.0,,,40.0,85.0,,,,30.0,,,13.0,,14.0,13.0,14.0,,,,84.0,84.0,,,,81.0,,67.0,,67.0,63.0,,63.0,,0.0,0.0,,0.0,0.0,1.0
84,,23.0,,,2229.0,479.0,,,,,,,,80.0,75.0,,,,,,74.0,,,,,82.0,,93.0,82.0,81.0,78.0,80.0,79.0,92.0,72.0,73.0,,,,,60.0,,,76.0,,10.0,8.0,,6.0,,,81.0,,,80.0,81.0,82.0,,81.0,,,80.0,,,,,,,0.0,0.0,0.0,0.0,
84,,21.0,,,2170.0,475.0,0.0,,4.0,,,,77.0,,76.0,77.0,,,,,,,72.0,44.0,,84.0,,,86.0,,,74.0,,,,63.0,,,77.0,77.0,,,,,,11.0,,,5.0,14.0,,,80.0,,80.0,,83.0,85.0,81.0,,84.0,,84.0,84.0,,,,,0.0,0.0,,,0.0
84,,23.0,,80.0,,,1.0,,2.0,1.0,71.0,,,76.0,,,55.0,,,83.0,,78.0,,,,,68.0,74.0,,,67.0,74.0,74.0,90.0,,65.0,84.0,85.0,58.0,79.0,71.0,,,,,8.0,,,5.0,9.0,72.0,,,,73.0,,77.0,76.0,81.0,76.0,80.0,,80.0,,83.0,,19.0,0.0,,,,,0.0
84,,23.0,180.0,74.0,2119.0,,1.0,,,,74.0,,,82.0,55.0,67.0,83.0,,,87.0,75.0,,82.0,,84.0,,,72.0,77.0,,76.0,,,,,,,,,,69.0,,55.0,,41.0,,12.0,13.0,8.0,,81.0,,,,,82.0,,85.0,,85.0,74.0,,,71.0,,,,,,0.0,,0.0,0.0
84,,,180.0,76.0,,420.0,1.0,,,,81.0,74.0,,,36.0,,,,,86.0,,,,,,,,78.0,90.0,,89.0,71.0,,,,65.0,44.0,,81.0,,74.0,,32.0,,32.0,,,10.0,11.0,13.0,,,,,,,,,,86.0,67.0,,67.0,61.0,50.0,,21.0,,0.0,0.0,0.0,0.0,
84,90.0,,,,,,,,,,,,60.0,66.0,,,,33.0,,73.0,32.0,61.0,,40.0,,66.0,,,,84.0,71.0,,83.0,73.0,84.0,,,85.0,37.0,48.0,27.0,81.0,,89.0,,10.0,13.0,,11.0,7.0,,,,60.0,,,63.0,,67.0,,,,,,,,,0.0,0.0,1.0,,0.0,0.0
84,,,,,,,1.0,,,3.0,,76.0,74.0,,,,,73.0,,,,,,54.0,75.0,84.0,77.0,79.0,70.0,,,84.0,,,,,84.0,,74.0,,88.0,,,,,9.0,11.0,12.0,12.0,,,,,,78.0,,82.0,81.0,,81.0,,86.0,,,,84.0,21.0,,0.0,0.0,,0.0,0.0
84,,25.0,,,2044.0,,0.0,,,,79.0,83.0,,,,62.0,,,60.0,82.0,,84.0,,,73.0,85.0,,,,80.0,80.0,,72.0,,57.0,,52.0,29.0,,,,,,,,10.0,6.0,10.0,,11.0,,,,,82.0,,,84.0,,84.0,,,,,52.0,,20.0,,,0.0,0.0,0.0,1.0
84,87.0,26.0,,77.0,2258.0,,,,,,,,83.0,,,,,,74.0,,,82.0,74.0,,85.0,87.0,79.0,79.0,,85.0,82.0,,70.0,90.0,,76.0,,,,,82.0,84.0,,,,,7.0,,13.0,11.0,,82.0,82.0,82.0,82.0,,,,86.0,,,,,,78.0,,21.0,,0.0,0.0,,,0.0
84,86.0,25.0,183.0,74.0,,,1.0,4.0,,,,62.0,68.0,73.0,,83.0,,50.0,,78.0,,,,,75.0,,,,,,66.0,,89.0,,,,,,,,57.0,,,88.0,,13.0,14.0,,,,,68.0,,70.0,,,,72.0,,,81.0,84.0,,81.0,,,,0.0,0.0,,,0.0,0.0
84,,27.0,,74.0,,489.0,,4.0,3.0,,88.0,,,,,81.0,74.0,,67.0,86.0,,82.0,75.0,,,,,,82.0,85.0,,,69.0,,,,,81.0,84.0,,,,,,74.0,,6.0,6.0,,,,83.0,,83.0,83.0,83.0,85.0,,,,,85.0,,,,,,,0.0,0.0,,0.0,1.0
84,,,,68.0,,,0.0,,,,76.0,,86.0,84.0,,63.0,,,52.0,88.0,,,83.0,85.0,84.0,,78.0,75.0,,74.0,83.0,,46.0,79.0,56.0,77.0,,65.0,,86.0,,,,,51.0,,,,8.0,,78.0,,,,80.0,82.0,86.0,,,85.0,75.0,,,,,,22.0,,0.0,0.0,0.0,0.0,
84,,22.0,,75.0,,416.0,0.0,,,,,,,,,,57.0,,77.0,,78.0,,,59.0,59.0,85.0,,82.0,61.0,85.0,52.0,,68.0,79.0,,82.0,60.0,,88.0,,,,19.0,26.0,24.0,5.0,15.0,6.0,11.0,10.0,86.0,79.0,82.0,,82.0,,,79.0,73.0,,,,,,,,20.0,0.0,,,0.0,,
83,83.0,29.0,,79.0,,417.0,,,,,76.0,47.0,,67.0,,,35.0,,,,34.0,,,,74.0,71.0,77.0,76.0,,,,73.0,82.0,,,57.0,,,52.0,,,75.0,,,,7.0,10.0,14.0,,,66.0,,,65.0,,62.0,,,72.0,,,,,77.0,,,19.0,0.0,0.0,,,0.0,0.0
