Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Wage(in Euro),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
85,93,116000000,19,174,61,2109,455,115000,1,4,4,2,79,67,81,87,68,73,68,68,50,87,56,87,79,62,85,88,82,76,88,85,90,66,65,88,70,67,62,72,77,88,53,87,68,73,63,12,7,11,8,8,76,81,80,80,80,81,85,84,86,84,79,80,79,77,72,77,19,1,0,0,1,0,0
85,92,109500000,22,171,69,2083,445,180000,0,3,4,3,82,78,81,88,56,60,76,79,47,85,59,87,73,68,81,91,86,78,91,83,91,82,49,83,47,77,64,59,82,85,64,84,58,59,47,8,15,6,10,13,80,84,83,83,83,84,88,87,85,87,75,74,75,72,62,72,22,1,0,0,1,0,0
85,89,71000000,22,189,89,1982,435,77000,1,3,2,3,75,59,61,69,84,87,52,50,85,75,45,65,48,55,67,73,69,79,60,84,62,82,93,75,93,66,83,81,44,45,40,82,84,86,85,12,11,11,12,10,71,64,65,65,65,64,67,68,71,68,79,81,79,81,87,81,22,0,0,1,1,0,0
85,87,67500000,26,191,86,1999,427,95000,0,3,4,3,78,83,71,83,36,76,64,87,86,78,80,83,78,56,64,85,74,82,83,82,67,82,75,69,83,80,65,25,86,74,67,84,44,24,19,11,15,8,9,14,87,80,82,82,82,80,83,81,75,81,60,60,60,57,55,57,23,1,0,0,0,0,1
85,90,76000000,24,184,81,2195,483,82000,0,3,3,3,93,72,76,81,78,83,84,69,74,79,66,83,69,64,68,79,92,94,78,85,76,83,68,90,81,72,82,78,80,73,50,80,74,81,80,12,10,7,7,7,82,81,80,80,80,81,82,84,81,84,86,82,86,85,82,85,20,1,0,0,0,0,1
85,89,76000000,25,178,73,2183,462,170000,1,5,4,2,85,83,75,85,57,77,73,86,84,77,79,85,77,58,72,84,88,82,86,87,85,85,81,83,71,75,85,56,89,77,69,80,53,57,45,7,12,15,9,11,86,83,84,84,84,83,84,84,80,84,72,71,72,70,68,70,21,1,0,0,1,0,0
85,85,26500000,32,191,86,1305,456,65000,1,2,1,3,85,84,76,85,43,83,16,10,23,35,10,19,18,11,31,25,42,44,41,81,42,57,67,37,74,12,34,23,11,44,24,45,25,16,20,85,84,76,83,85,34,29,31,31,31,29,34,34,36,34,34,36,34,34,36,34,85,0,0,1,0,0,1
85,85,17500000,33,183,79,1356,467,40000,1,4,1,3,78,81,82,90,50,86,13,13,10,40,8,15,12,13,31,25,48,54,55,82,58,62,73,45,68,12,38,21,15,64,24,57,9,19,12,78,81,82,86,90,35,32,34,34,34,32,39,37,40,37,33,36,33,32,32,32,85,0,0,1,0,0,1
85,85,33500000,33,180,71,2154,441,78000,1,4,4,4,70,84,84,85,53,65,84,84,44,85,87,86,88,85,79,86,75,66,83,86,81,86,68,72,66,81,51,56,84,86,79,86,59,47,59,12,12,13,13,11,82,83,83,83,83,83,85,85,83,85,74,72,74,70,62,70,23,1,0,0,0,0,1
84,86,46000000,26,184,79,2014,436,82000,0,2,2,3,77,54,70,71,84,80,78,53,82,77,46,65,59,39,63,76,77,77,70,85,72,62,86,76,78,51,90,83,62,63,42,77,85,85,83,10,7,8,14,10,71,70,68,68,68,70,72,74,74,74,83,82,83,84,86,84,21,0,0,1,0,0,1
84,84,7500000,36,184,82,2137,433,75000,1,3,3,4,61,69,73,70,83,77,63,65,88,78,69,63,72,75,80,78,66,56,66,85,65,79,91,56,81,64,90,84,69,71,90,86,82,82,83,11,8,9,7,11,76,69,71,71,71,69,75,73,78,73,77,83,77,79,84,79,21,1,0,0,0,0,1
84,84,20000000,34,167,68,2035,425,47000,1,4,4,3,86,78,83,85,39,54,83,77,38,83,72,84,85,79,78,85,90,83,91,80,93,79,67,71,44,82,56,40,78,85,72,85,50,30,34,8,11,12,9,6,77,83,81,81,81,83,84,84,80,84,68,64,68,63,51,63,20,1,0,0,0,0,1
84,84,4700000,37,193,92,1265,443,46000,1,3,1,3,80,80,65,85,43,90,12,10,10,42,12,18,20,14,40,21,41,47,44,79,36,49,75,36,69,19,25,22,12,41,23,64,25,10,13,80,80,65,90,85,32,29,30,30,30,29,35,34,37,34,32,35,32,31,32,31,84,0,0,1,0,0,1
84,84,18000000,35,169,61,1980,410,86000,1,4,4,3,78,82,80,87,34,49,73,84,40,84,70,88,82,82,72,88,82,74,85,80,92,80,58,65,37,82,59,36,82,84,79,81,23,40,40,7,10,8,10,4,79,83,83,83,83,83,84,84,80,84,65,62,65,60,48,60,19,1,0,0,0,1,0
84,84,18000000,35,182,86,2231,439,1000,1,4,3,4,70,86,78,78,46,81,75,87,84,78,88,76,85,81,73,81,73,68,70,86,77,86,69,71,84,84,87,39,90,80,82,86,41,45,38,27,25,31,33,37,84,80,82,82,82,80,83,81,79,81,66,67,66,63,63,63,40,1,0,0,0,0,1
84,84,26500000,33,181,76,2106,439,32000,0,3,4,3,68,81,86,84,43,77,88,83,66,87,80,84,85,79,80,87,68,68,73,84,84,79,59,88,81,77,56,41,85,88,84,87,51,34,26,11,11,14,9,16,83,83,83,83,83,83,84,84,83,84,69,68,69,64,58,64,23,0,0,1,0,0,1
84,84,45000000,27,183,72,2063,437,57000,0,3,4,2,82,81,81,86,36,71,77,82,62,85,78,85,78,75,79,88,82,82,92,84,87,83,65,74,64,80,85,26,82,83,76,78,42,30,30,5,6,5,5,6,82,84,83,83,83,84,84,84,80,84,64,64,64,60,53,60,16,0,0,1,0,0,1
84,84,36000000,29,185,77,2143,460,115000,1,3,3,2,65,71,81,80,80,83,74,66,68,85,56,84,69,70,85,83,61,68,67,82,50,86,83,82,84,78,84,81,70,85,49,86,80,84,80,11,13,9,9,7,77,77,78,78,78,77,81,80,84,80,82,84,82,81,83,81,20,0,0,1,1,0,0
84,84,22500000,31,192,78,1262,447,34000,0,2,1,1,84,81,76,86,36,84,15,14,14,39,13,20,12,19,44,12,37,34,47,80,29,57,48,43,69,19,25,12,10,62,24,57,20,18,15,84,81,76,84,86,31,28,31,31,31,28,35,33,38,33,30,34,30,29,30,29,84,0,0,1,0,0,1
84,84,42000000,28,178,76,2172,450,100000,1,4,4,3,67,80,85,86,68,64,80,75,53,87,74,86,85,85,84,88,72,62,83,84,79,85,45,78,55,87,73,76,79,86,81,83,69,68,63,9,14,11,6,10,79,81,82,82,82,81,84,84,84,84,79,80,79,76,71,76,21,1,0,0,1,0,0
84,84,42000000,28,176,80,2141,452,155000,1,4,4,3,70,69,83,88,71,71,73,61,42,90,76,89,79,70,84,89,77,65,86,82,84,79,75,79,65,75,77,75,73,86,59,84,73,76,68,9,5,6,7,7,75,80,79,79,79,80,84,84,84,84,81,83,81,78,74,78,18,1,0,0,1,0,0
84,84,46000000,26,180,81,2017,437,185000,1,3,4,3,76,76,83,87,46,69,82,76,36,84,72,88,78,74,81,87,78,75,84,81,84,76,32,80,70,79,60,44,81,86,58,88,48,49,43,11,6,11,10,13,78,83,81,81,81,83,84,84,83,84,71,70,71,66,57,66,21,1,0,0,0,0,1
84,84,36500000,30,173,73,2105,450,185000,1,3,3,3,82,54,77,80,78,79,82,51,70,82,49,78,76,47,74,83,80,84,78,79,82,68,77,85,74,47,85,78,75,72,45,80,76,81,82,13,13,15,9,15,73,75,74,74,74,75,78,81,80,81,84,82,84,84,81,84,23,1,0,0,0,0,1
84,84,29000000,31,187,80,1755,382,74000,1,3,2,2,64,35,58,58,87,80,36,34,84,73,27,47,34,30,72,67,60,68,58,82,52,43,86,69,83,31,86,87,29,55,37,80,90,86,83,14,13,14,13,12,56,53,54,54,54,53,59,59,67,59,74,81,74,77,84,77,23,0,0,1,1,0,0
84,84,29000000,29,195,88,1457,476,95000,1,4,1,3,85,83,82,85,58,83,22,16,26,50,13,13,22,20,59,35,59,57,49,80,49,62,60,40,70,16,37,13,12,66,42,60,11,20,20,85,83,82,83,85,39,35,37,37,37,35,44,42,46,42,36,41,36,36,35,36,84,0,0,1,0,0,1
84,85,39000000,29,191,81,1910,425,155000,1,4,2,3,81,49,64,66,85,80,42,46,85,78,42,61,46,52,77,75,77,84,62,82,39,52,80,67,87,53,78,84,55,59,43,82,85,86,83,11,11,9,5,14,68,64,66,66,66,64,70,69,74,69,78,83,78,81,85,81,21,0,0,1,1,0,0
84,84,35500000,31,170,68,2102,438,88000,1,5,4,2,81,84,78,88,39,68,74,87,74,83,85,87,82,76,66,88,82,81,91,85,91,84,77,72,68,74,62,44,89,80,85,85,34,33,26,6,13,9,7,7,84,84,84,84,84,84,84,84,79,84,65,63,65,61,55,61,19,1,0,0,0,1,0
84,84,35000000,31,163,59,2013,416,19000,1,4,4,4,84,78,84,89,36,45,76,76,59,84,76,90,89,86,86,90,87,81,90,77,94,76,48,74,35,81,34,26,80,87,87,81,53,24,22,8,4,14,9,10,79,84,83,83,83,84,84,84,81,84,64,61,64,60,47,60,19,1,0,0,0,0,1
84,84,20000000,33,191,94,2024,425,66000,1,3,3,4,53,59,76,72,87,78,65,57,86,81,64,69,66,53,85,78,45,60,60,86,62,71,70,66,87,49,71,87,57,80,68,89,88,86,85,15,6,10,5,6,72,67,69,69,69,67,74,73,80,73,80,84,80,81,84,81,20,0,0,1,0,0,1
84,84,34500000,30,189,78,1873,409,88000,1,3,2,3,68,41,65,69,87,79,49,25,84,75,27,66,45,36,71,73,66,69,61,85,59,65,80,80,79,60,77,87,31,70,41,85,88,87,85,8,10,7,14,13,61,60,61,61,61,60,67,67,74,67,79,83,79,81,84,81,22,0,0,1,1,0,0
84,84,34500000,30,194,90,1899,412,140000,1,2,2,2,61,46,69,71,87,78,54,36,84,80,50,74,63,23,74,74,53,67,55,86,42,66,78,67,82,48,84,86,48,72,42,80,88,88,82,11,15,10,7,10,65,64,65,65,65,64,70,69,75,69,78,83,78,79,84,79,21,0,0,1,0,0,1
84,85,31500000,30,197,86,1301,460,55000,0,2,1,3,84,82,79,86,45,84,15,15,14,35,13,14,20,13,37,23,44,46,50,80,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,84,82,79,84,86,35,29,31,31,31,29,35,34,36,34,32,35,32,32,32,32,85,0,0,1,0,0,1
84,84,35000000,31,176,65,2213,468,42000,0,3,4,2,83,79,85,82,68,71,81,78,50,84,67,82,85,84,86,83,84,82,83,84,81,78,39,80,71,84,68,77,84,90,80,80,64,74,62,15,12,16,13,12,80,83,82,82,82,83,84,84,84,84,80,80,80,77,71,77,23,1,0,0,0,0,1
84,84,41500000,29,170,66,2088,439,49000,1,3,4,2,81,77,82,87,51,61,81,79,43,85,75,87,84,79,74,87,84,78,91,81,94,73,72,77,49,78,66,45,82,84,64,84,58,55,38,10,5,5,13,12,78,83,82,82,82,83,84,84,81,84,71,69,71,67,58,67,20,1,0,0,0,0,1
84,84,30500000,31,173,71,2181,445,120000,1,4,3,2,70,64,82,77,80,72,86,54,79,82,58,74,86,84,80,82,74,66,66,83,79,79,78,86,64,70,73,81,76,80,66,78,79,81,81,11,14,8,11,10,74,75,75,75,75,75,78,80,82,80,83,82,83,83,80,83,21,0,0,1,0,0,1
84,84,11000000,35,190,85,1947,416,95000,1,4,2,3,54,59,69,71,85,78,44,50,83,81,58,69,56,60,81,79,53,55,55,81,53,74,90,63,82,65,82,86,38,71,74,86,87,84,80,2,2,3,2,4,68,63,66,66,66,63,71,68,77,68,76,84,76,77,84,77,14,0,0,1,1,0,0
84,84,20000000,34,180,69,2142,444,160000,0,2,5,4,79,79,84,87,48,67,85,76,51,82,78,88,92,88,80,87,80,78,91,83,75,83,70,74,61,84,73,42,82,87,73,86,41,55,52,10,7,11,12,11,81,84,83,83,83,84,84,84,83,84,72,70,72,68,60,68,21,1,0,0,0,0,1
84,84,35000000,31,175,74,2045,430,220000,1,4,4,4,83,80,82,87,35,63,77,78,61,85,82,89,83,79,81,87,84,82,85,77,89,82,55,74,61,77,54,41,83,84,87,88,34,27,22,11,12,6,8,8,82,83,83,83,83,83,84,84,81,84,65,63,65,60,51,60,20,0,0,1,0,0,1
84,84,26500000,33,186,80,2238,472,130000,1,5,4,3,78,81,79,82,74,78,85,80,80,79,81,83,78,75,79,82,79,78,76,85,75,84,87,84,80,78,65,72,85,76,76,88,80,70,68,6,7,10,9,6,84,81,81,81,81,81,83,84,83,84,81,80,81,80,78,80,19,1,0,0,0,0,1
84,84,14500000,36,193,80,1954,415,80000,1,5,3,3,63,84,71,77,45,75,63,87,85,76,79,77,65,54,76,84,61,65,62,83,55,86,64,69,86,77,58,50,90,74,67,87,54,28,16,9,11,13,15,15,84,77,80,80,80,77,81,79,77,79,62,65,62,59,59,59,23,0,0,1,0,0,1
84,84,7500000,37,187,85,1815,397,11000,0,3,2,4,65,46,60,58,85,83,63,33,77,65,45,57,60,31,66,55,66,65,53,78,57,78,90,63,91,49,87,87,28,50,50,83,84,88,84,3,3,2,4,3,60,55,54,54,54,55,58,60,64,60,75,78,75,78,84,78,14,0,0,1,1,0,0
84,84,42000000,28,180,70,2240,476,85000,1,3,4,1,78,77,83,82,75,81,78,76,58,85,71,82,84,76,85,85,80,76,78,81,80,80,68,91,80,78,76,79,78,86,66,81,71,81,75,13,12,10,7,14,79,81,81,81,81,81,84,84,84,84,82,83,82,81,78,81,21,1,0,0,0,0,1
84,91,81500000,19,186,75,2182,469,41000,1,4,4,2,75,75,78,84,77,80,66,77,67,84,71,85,68,49,82,84,78,73,81,84,79,78,76,89,74,74,85,80,77,84,56,79,79,78,76,14,11,10,5,8,80,80,81,81,81,80,84,82,85,82,81,84,81,80,80,80,20,1,0,0,1,0,0
84,90,66500000,24,175,70,2073,455,140000,1,4,4,3,91,81,76,86,48,73,75,80,50,78,80,89,78,62,72,82,91,91,88,86,81,86,53,85,70,84,69,30,84,77,62,81,65,44,44,6,7,8,9,7,83,84,83,83,83,84,85,86,79,86,71,67,71,67,60,67,19,1,0,0,0,0,1
84,88,61500000,22,171,67,1960,429,70000,0,3,4,2,93,73,75,87,42,59,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75,48,35,46,8,9,8,8,14,75,83,80,80,80,83,83,84,77,84,70,65,70,65,52,65,19,1,0,0,0,1,0
84,91,85500000,24,178,84,2073,438,78000,1,4,5,1,83,87,80,85,29,74,74,86,72,83,83,88,77,90,77,85,81,85,81,81,77,90,66,78,79,85,58,27,84,81,89,84,22,28,17,5,12,6,12,14,86,83,84,84,84,83,86,85,79,85,61,59,61,56,49,56,20,1,0,0,0,1,0
84,90,66500000,23,188,81,1971,428,90000,1,4,4,1,91,77,73,86,27,74,75,80,63,76,74,89,80,60,63,86,90,92,82,83,80,80,62,77,80,72,60,24,82,74,63,81,22,24,21,10,12,15,11,9,82,83,82,82,82,83,83,84,74,84,61,56,61,57,48,57,21,0,0,1,0,1,0
84,89,57500000,23,181,75,1926,430,150000,1,3,2,2,84,45,64,74,85,78,45,47,80,81,32,72,42,26,75,74,85,83,71,85,74,48,88,76,80,40,75,86,47,62,43,82,85,85,83,11,10,8,14,13,66,66,66,66,66,66,71,71,74,71,79,82,79,81,85,81,22,1,0,0,1,0,0
84,86,52500000,25,176,72,2187,446,115000,1,5,4,2,56,80,86,81,70,73,82,74,67,89,79,81,84,78,88,85,58,54,67,84,77,87,68,85,69,87,69,71,80,87,77,85,69,73,68,6,8,10,14,12,79,79,80,80,80,79,84,82,86,82,78,81,78,76,74,76,20,0,0,1,0,0,1
84,90,62500000,22,181,79,2225,475,75000,1,4,3,1,81,73,81,79,79,82,78,69,70,84,68,75,75,81,81,83,78,83,81,82,83,79,65,85,81,81,84,81,75,78,64,84,81,81,75,13,9,8,7,7,78,78,78,78,78,78,81,81,83,81,83,84,83,82,81,82,19,0,0,1,1,0,0
84,87,56000000,25,180,73,2049,440,155000,1,4,4,1,91,80,75,87,34,73,76,80,62,76,74,89,75,58,71,87,92,91,88,83,75,84,73,84,69,82,70,25,81,77,63,83,28,38,34,10,13,13,14,14,83,84,83,83,83,84,84,85,77,85,65,61,65,61,52,61,22,1,0,0,0,0,1
84,89,57500000,24,186,78,2043,445,160000,1,3,2,2,86,50,70,72,85,82,69,48,82,79,34,70,60,40,76,74,83,88,70,85,62,62,85,86,79,42,84,86,64,59,60,74,85,86,84,11,8,15,12,15,70,70,69,69,69,70,71,75,75,75,83,83,83,85,86,85,22,0,0,1,0,0,1
84,90,66000000,23,182,78,2192,478,175000,1,4,3,1,87,74,80,79,78,80,70,69,59,86,70,78,70,66,85,83,82,91,76,84,68,83,62,86,79,81,81,81,78,81,59,82,79,81,79,6,10,6,15,8,79,80,80,80,80,80,83,83,85,83,83,84,83,83,80,83,20,1,0,0,1,0,0
84,85,49500000,26,183,80,2086,438,90000,0,2,4,3,88,81,80,85,38,66,82,80,72,82,84,86,84,83,70,85,89,88,87,82,81,86,64,70,66,80,63,34,81,81,71,82,36,32,35,8,12,9,9,14,84,84,83,83,83,84,85,85,78,85,67,63,67,63,55,63,21,0,0,1,0,0,1
84,88,57000000,22,178,87,2225,477,120000,1,3,3,2,81,70,82,82,80,82,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82,81,83,79,8,12,7,13,11,79,79,79,79,79,79,81,83,82,83,84,82,84,83,82,83,20,1,0,0,0,0,1
84,90,60500000,23,190,75,1890,416,75000,0,3,2,1,73,35,69,71,86,82,70,26,82,78,35,70,53,36,78,76,68,77,58,86,57,49,75,81,82,37,84,85,39,57,47,82,87,87,82,11,5,9,11,12,61,63,61,61,61,63,66,70,73,70,82,83,82,83,86,83,20,0,0,1,1,0,0
84,91,84500000,23,189,82,2042,434,130000,0,4,4,3,81,79,79,84,45,66,74,81,80,84,80,85,84,53,79,85,76,85,77,84,75,74,75,77,69,78,42,38,82,82,73,84,39,46,38,6,8,11,10,12,84,82,82,82,82,82,86,85,81,85,68,66,68,65,59,65,20,0,0,1,0,0,1
84,90,68500000,22,181,72,2110,439,78000,1,4,5,2,83,80,81,88,40,67,77,79,69,83,83,89,83,67,76,88,84,83,88,83,84,80,76,75,62,81,68,40,85,86,68,86,30,42,35,13,12,14,13,14,83,84,84,84,84,84,87,85,81,85,67,65,67,63,56,63,23,0,0,1,0,0,1
84,87,53500000,23,181,73,2229,479,90000,1,4,4,2,92,75,79,80,75,78,84,75,68,81,74,79,77,74,73,82,91,93,82,81,78,80,79,92,72,73,75,78,78,77,60,72,75,76,76,10,8,14,6,8,80,81,80,80,80,81,82,84,81,84,84,80,84,83,78,83,18,1,0,0,0,0,1
84,89,60500000,21,185,77,2170,475,59000,0,4,4,3,94,66,77,85,76,77,85,64,72,82,59,87,72,44,67,84,96,93,86,84,84,74,78,81,75,63,77,78,77,77,60,78,76,77,71,11,11,6,5,14,80,82,80,80,80,82,83,85,81,85,84,81,84,84,80,84,21,1,0,0,0,1,0
84,87,52000000,23,185,80,2075,450,83000,1,3,2,1,71,64,74,76,82,83,55,61,72,83,50,78,58,58,84,79,68,74,55,81,67,74,74,90,79,65,84,85,58,79,71,83,82,84,80,8,11,14,5,9,72,71,73,73,73,71,77,76,81,76,80,85,80,81,83,81,19,0,0,1,1,0,0
84,87,57500000,23,180,74,2119,444,130000,1,4,3,3,74,81,85,82,55,67,83,81,59,87,75,82,82,84,84,85,76,72,77,84,76,81,54,86,58,83,68,59,82,83,69,84,55,57,41,11,12,13,8,12,81,82,82,82,82,82,86,85,85,85,74,74,74,71,64,71,22,1,0,0,1,0,0
84,88,61500000,22,180,76,1977,420,155000,1,3,5,3,81,74,81,89,36,59,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85,32,39,32,7,11,10,11,13,78,83,82,82,82,83,86,86,80,86,67,63,67,61,50,61,21,1,0,0,0,0,1
84,90,60500000,24,185,79,1875,419,75000,1,4,2,2,86,40,60,66,86,81,56,33,83,73,32,61,38,40,65,66,80,90,74,84,71,56,83,73,84,45,83,85,37,48,27,81,86,89,82,10,13,10,11,7,62,61,60,60,60,61,63,65,67,65,79,79,79,81,86,81,20,0,0,1,1,0,0
84,86,47500000,25,183,88,2206,476,165000,1,4,3,3,78,76,74,79,82,87,66,73,68,83,60,78,61,54,75,84,77,79,70,81,77,84,72,93,86,78,84,84,74,76,88,84,85,84,78,9,11,12,12,10,80,77,78,78,78,77,82,81,83,81,84,86,84,84,84,84,21,1,0,0,1,0,0
84,86,53000000,25,181,79,2044,428,57000,0,3,3,2,79,83,80,83,41,62,81,85,60,82,74,84,77,78,73,85,80,78,79,80,80,80,72,79,57,81,52,29,85,82,84,83,55,32,30,10,6,10,13,11,81,83,82,82,82,83,84,84,78,84,65,62,65,61,52,61,20,1,0,0,0,0,1
84,87,55000000,26,186,77,2258,475,95000,1,4,3,2,79,77,83,84,74,78,74,77,74,88,74,82,74,79,85,87,79,79,80,85,82,79,70,90,74,76,74,72,80,87,82,84,73,76,73,12,7,10,13,11,82,82,82,82,82,82,86,85,86,85,81,82,81,80,78,80,21,1,0,0,1,0,0
84,86,47500000,25,183,74,2087,437,105000,1,4,3,1,66,62,68,73,85,83,53,50,70,78,68,72,60,60,75,77,64,68,63,87,66,80,89,89,78,69,88,88,64,62,57,80,86,88,84,13,14,7,7,13,71,68,70,70,70,68,72,72,78,72,81,84,81,81,85,81,22,0,0,1,1,0,0
84,85,48000000,27,184,74,2244,489,81000,1,4,3,3,88,79,81,82,78,81,74,80,67,86,66,82,75,63,81,84,85,90,82,85,68,84,69,90,77,77,82,81,84,84,65,83,79,79,74,13,6,6,11,15,84,83,83,83,83,83,85,85,85,85,85,85,85,84,81,84,22,1,0,0,0,0,1
84,89,63500000,23,178,68,2109,442,105000,0,2,5,3,76,75,86,84,58,63,84,75,52,88,76,85,83,85,84,85,78,75,85,74,83,76,46,79,56,77,63,65,79,86,63,78,65,49,51,14,15,15,8,10,78,82,80,80,80,82,86,85,84,85,75,74,75,72,64,72,22,1,0,0,0,0,1
84,91,86500000,22,190,75,1912,416,140000,0,3,3,2,80,85,66,78,28,79,57,88,77,73,78,80,69,59,59,85,77,82,61,85,52,84,68,79,88,82,60,24,88,68,73,80,19,26,24,5,15,6,11,10,86,79,82,82,82,79,80,79,73,79,58,56,58,55,50,55,20,0,0,1,0,0,1
83,83,30500000,29,186,79,1918,417,105000,1,4,3,2,76,47,63,67,82,82,35,32,79,76,34,65,47,71,74,71,77,76,62,84,50,73,82,68,87,57,85,83,52,63,41,75,84,80,81,7,10,14,7,11,66,62,65,65,65,62,68,66,72,66,74,80,74,77,83,77,19,0,0,1,1,0,0
83,85,42000000,25,171,69,2209,461,64000,0,3,4,2,78,71,82,84,76,70,88,70,65,81,63,84,83,76,81,84,85,72,85,82,85,80,72,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,78,81,79,79,79,81,82,84,82,84,83,81,83,82,77,82,21,1,0,0,1,0,0
83,86,48000000,25,178,67,2002,428,180000,0,5,5,3,93,77,79,87,36,56,85,75,43,78,76,89,82,64,76,85,94,93,90,78,81,83,58,68,51,76,54,36,77,81,75,80,42,30,33,6,6,14,10,13,79,83,81,81,81,83,85,86,78,86,67,62,67,62,50,62,20,1,0,0,0,0,1
83,84,43000000,26,182,76,2036,431,200000,0,3,4,3,82,80,81,83,43,62,81,78,57,81,79,83,84,76,82,87,83,81,80,78,76,86,58,75,63,85,45,45,80,80,62,82,40,42,39,13,9,6,12,10,81,82,81,81,81,82,84,84,81,84,69,66,69,65,55,65,21,1,0,0,0,0,1
83,86,47500000,25,180,80,2171,444,105000,1,4,3,2,58,74,86,77,76,73,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,86,77,79,76,16,12,10,8,10,72,74,75,75,75,74,80,78,84,78,80,83,80,78,77,78,21,0,1,0,1,0,0
83,86,47000000,26,189,83,2247,477,49000,0,3,3,1,73,78,81,82,82,81,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79,78,81,84,78,81,60,80,80,84,76,9,12,9,13,14,83,80,81,81,81,80,83,83,85,83,83,85,83,83,84,83,22,1,0,0,1,0,0
83,84,38500000,25,180,72,2156,468,64000,1,3,3,2,84,68,78,79,81,78,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,81,83,80,75,9,12,12,13,12,76,78,77,77,77,78,80,81,82,81,84,84,84,83,81,83,21,0,0,1,1,0,0
83,86,42000000,26,189,80,1943,429,95000,0,3,2,3,80,43,68,69,83,86,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,79,81,86,84,7,8,14,15,9,66,64,64,64,64,64,69,71,75,71,81,84,81,83,86,83,21,0,0,1,1,0,0
83,85,44500000,26,189,70,2125,449,105000,0,3,4,2,61,79,80,83,74,72,72,79,67,85,67,85,75,61,80,88,67,56,71,81,67,77,46,90,67,85,68,76,81,84,67,85,70,78,75,16,11,7,13,13,79,80,81,81,81,80,84,82,85,82,80,81,80,78,75,78,22,0,0,1,0,0,1
83,84,38000000,27,180,73,2158,473,170000,0,5,4,1,92,64,77,78,78,84,78,63,72,82,50,77,72,45,79,76,91,92,81,82,79,69,79,90,83,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9,77,78,77,77,77,78,80,82,81,82,84,82,84,83,82,83,20,1,0,0,1,0,0
83,83,35000000,30,177,75,2098,439,59000,1,4,4,1,88,77,83,84,35,72,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,81,83,82,82,82,83,83,83,80,83,68,64,68,63,53,63,23,0,0,1,0,1,0
83,86,48500000,25,175,73,2078,440,115000,1,3,4,2,84,82,74,86,40,74,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,78,45,30,28,13,8,6,6,15,85,83,83,83,83,83,84,84,77,84,65,62,65,61,56,61,20,1,0,0,1,0,0
83,86,37000000,25,190,89,1311,457,30000,1,3,1,3,82,79,77,85,49,85,16,14,18,41,17,12,20,14,37,16,48,50,37,77,47,58,66,44,76,13,29,26,14,48,24,46,11,18,12,82,79,77,85,85,35,28,31,31,31,28,35,34,37,34,33,36,33,32,33,32,85,0,0,1,0,0,1
83,89,58000000,23,185,78,1999,436,72000,1,4,3,2,90,82,65,78,40,81,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79,36,43,19,14,14,10,9,6,85,79,81,81,81,79,79,79,72,79,62,60,62,60,58,60,21,1,0,0,0,0,1
83,85,40500000,26,187,84,2108,444,110000,1,4,3,2,55,73,77,77,80,82,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,84,83,84,72,9,7,12,11,11,75,73,74,74,74,73,77,76,82,76,79,84,79,78,81,78,20,1,0,0,1,0,0
